,Nenjiang,Qiqihar,Jiamusi,Harbin,Mudanjiang,Changchun,Kaiyuan,Shenyang,Chaoyang,Dandong,Dalian,Hailar,Xilinhot,Chifeng,Doron,Bailingmiao,Hohhot,Shanbazhen,Etuoke,Datong,Taiyuan,Linyi,Changzhi,Beijing,Tianjin,Tangshan,Baoding,Zhangzhou,Shijiazhuang,Handan,Anyang,Luoyang,Zhengzhou,Nanyang,Xinyang,Dezhou,Laiyang,Jinan,Linyi,Heze,Xuzhou,Yangzhou,Nanjing,Suzhou,Shanghai,Fuyang,Bengbu,Hefei,Anqing,Tunxi,Hangzhou,Ningbo,Jinhua,Wenzhou,Jiujiang,Nanchang,Shangrao,Ji&#39;an,Ganzhou,Jianyang,Fuzhou,Yongan,Zhangzhou,Taipei,Tainan,Yun County,Yichang,Gangneung,Wuhan,Yueyang,Fuling,Changsha,Shaoyang,Zhangzhou,Shaoguan,Shantou,Guangzhou,Zhanjiang,Haikou,Guilin,Liuzhou,Baise,Zhangzhou,Nanning,Altay,Yining,Urumqi,Hami,Kashgar,Xining,Golmud,Zhangye,Lanzhou,Pingliang,Tianshui,Yinchuan,Yulin,Yan&#39;an,Xi&#39;an,Hanzhong,Ankang,Guangyuan,Wanxian,Chengdu,Kangding,Chongqing,Xichang,Tongren,Bijie,Guiyang,Xingren,Zhaotong,Dali,Tengchong,Kunming,Simao,Heihe,Changdu,Lhasa,Palizhen
1702,,,,,,,,2.0,,,,,,,,,,,,3.0,3,3.0,3.0,3.0,3,3,3,2.0,3,2,2.0,,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,4.0,,2.0,3,2,2,2,1,3.0,4.0,3.0,3.0,,3.0,,4.0,,4.0,,4.0,4.0,5.0,,,3.0,3,3.0,3,4.0,4.0,4.0,,4.0,3.0,2,3.0,2.0,4.0,3.0,3.0,,3.0,4.0,,,,,,,,3.0,4.0,3.0,,3.0,3,3,2,2,2.0,,,,,,,,3.0,,,,,,,,,,,
1703,,,,,,,2.0,,,,,,,,,,,,,3.0,3,3.0,3.0,2.0,1,2,3,1.0,3,1,1.0,,1.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,5.0,3.0,,4.0,3,4,4,3,4,4.0,4.0,3.0,5.0,,4.0,,3.0,3.0,5.0,3.0,5.0,4.0,4.0,,,3.0,3,2.0,3,3.0,4.0,4.0,5.0,4.0,4.0,,2.0,2.0,5.0,1.0,3.0,,3.0,4.0,,,,,,,,3.0,3.0,,,2.0,3,3,3,1,2.0,3.0,,,,,,,3.0,3.0,,,,,,,,,,
1704,,,,,,,,,,,,,,,,,,,,4.0,4,4.0,4.0,3.0,3,3,2,2.0,2,2,3.0,,3.0,4.0,3.0,5.0,4.0,5.0,4.0,3.0,5.0,3.0,,2.0,3,2,4,1,4,3.0,3.0,3.0,4.0,,,2.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,,,3.0,2,1.0,3,2.0,3.0,3.0,,3.0,2.0,,2.0,,,2.0,3.0,,2.0,3.0,,,,,,,,3.0,3.0,3.0,4.0,4.0,3,3,3,2,1.0,,,2.0,,,,,,,,,,,2.0,,,,,
1705,,,,,,,,,,,,,,,,,,,,4.0,3,2.0,3.0,3.0,4,3,2,3.0,4,4,3.0,,2.0,4.0,1.0,4.0,2.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,2,2,1,2,2,3.0,3.0,,3.0,,2.0,,3.0,2.0,2.0,,4.0,,5.0,,,2.0,2,2.0,1,1.0,2.0,3.0,,3.0,4.0,4,2.0,,,3.0,3.0,,3.0,3.0,,,,,,,,3.0,3.0,3.0,,3.0,3,3,3,3,3.0,,,,,,,,,,,,,,3.0,,,,,
1706,,,,,,,1.0,,,2.0,,,,,,,,,,3.0,3,4.0,3.0,3.0,2,2,3,3.0,2,3,3.0,,3.0,3.0,3.0,4.0,2.0,4.0,4.0,2.0,1.0,3.0,3.0,3.0,3,1,1,2,2,4.0,3.0,,3.0,5.0,4.0,,3.0,2.0,1.0,,4.0,1.0,,,4.0,2.0,,1.0,2,4.0,5.0,4.0,4.0,3.0,,,1.0,,,2.0,2.0,,3.0,4.0,,,,,,,,4.0,4.0,3.0,,3.0,4,4,2,2,1.0,,,2.0,,,,,,,,,1.0,,3.0,,,,,
1707,,,,,,,,,,,,,,,,,,,,3.0,2,3.0,3.0,2.0,2,2,3,3.0,3,2,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,5.0,5,4,4,4,5,5.0,5.0,,4.0,5.0,4.0,,3.0,4.0,3.0,1.0,2.0,2.0,1.0,,,3.0,,2.0,3,3.0,,3.0,3.0,3.0,2.0,2,2.0,2.0,2.0,2.0,3.0,,2.0,,,,,,,,,3.0,,3.0,,3.0,2,2,2,2,2.0,,,,,,,,,,,,,,3.0,,,,,
1708,,,,,,,,,,3.0,,,,,,,,,,3.0,2,3.0,5.0,4.0,4,3,4,4.0,2,5,5.0,4.0,5.0,1.0,2.0,5.0,3.0,5.0,3.0,5.0,3.0,2.0,4.0,1.0,1,3,4,2,1,1.0,1.0,,2.0,3.0,2.0,,2.0,,3.0,,3.0,4.0,4.0,,,3.0,,2.0,1,2.0,,,,3.0,,,,,,3.0,,,3.0,,,,,,,,,2.0,,3.0,,3.0,3,3,2,2,2.0,,,,,,,2.0,1.0,,,,,,3.0,,,,,
1709,,,,,,,,,,,,,,,,,,,,3.0,3,2.0,3.0,2.0,2,2,3,3.0,4,4,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,,3.0,2,1,1,2,4,4.0,2.0,1.0,,3.0,3.0,,2.0,,3.0,,3.0,,2.0,,,2.0,,1.0,2,3.0,,,,3.0,2.0,,,1.0,4.0,3.0,,,2.0,,,,,,,,,3.0,,2.0,,3.0,4,3,1,2,2.0,,,3.0,,,,,4.0,,3.0,,,,3.0,,,,,
1710,,,,,,,,,,,,,,,,,,,,3.0,3,3.0,3.0,3.0,4,3,3,4.0,3,3,3.0,,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,,2.0,2,3,1,1,2,3.0,3.0,2.0,,3.0,2.0,,2.0,,3.0,2.0,5.0,,5.0,,,4.0,4,3.0,3,3.0,3.0,,,,,5,,,4.0,4.0,,,3.0,,,,,,,,,3.0,,2.0,,4.0,3,3,4,3,3.0,,,,,,,,4.0,,3.0,,,,3.0,1.0,,,,
1711,,,,,,,,,,3.0,,,,,,,,,,4.0,4,3.0,3.0,4.0,3,3,5,3.0,4,3,3.0,,4.0,4.0,4.0,3.0,3.0,4.0,1.0,3.0,3.0,3.0,,3.0,3,4,5,4,2,3.0,2.0,3.0,,2.0,3.0,,3.0,,3.0,2.0,,2.0,3.0,,2.0,3.0,3,3.0,3,3.0,3.0,3.0,3.0,2.0,,4,,,2.0,2.0,,,3.0,,,,,,,,,4.0,,4.0,,5.0,4,4,3,3,3.0,,,,,,,,,,3.0,,,,3.0,,,,,
1712,,,,,,,,,,,,,,,,,,,,3.0,2,4.0,4.0,3.0,4,3,3,4.0,4,3,4.0,,4.0,,3.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,,3.0,3,3,4,4,2,3.0,4.0,3.0,,1.0,3.0,,3.0,,3.0,,1.0,,,,,4.0,4,3.0,2,4.0,3.0,4.0,3.0,3.0,4.0,,4.0,,4.0,3.0,,,2.0,,,,,,,,,5.0,,4.0,,3.0,3,3,3,3,3.0,,,,,,,,2.0,,3.0,,2.0,,3.0,,,,,
1713,,,,,,,,,,,,,,,,,,,,3.0,3,3.0,3.0,3.0,4,2,3,3.0,3,3,3.0,,4.0,,2.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,,3.0,4,2,5,2,2,3.0,4.0,4.0,5.0,,3.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,,3.0,3,3.0,3,2.0,2.0,3.0,3.0,1.0,3.0,1,2.0,,2.0,1.0,3.0,1.0,1.0,,,,,,,,,5.0,4.0,4.0,4.0,5.0,3,3,2,2,2.0,,,,,,,,4.0,,2.0,,2.0,,2.0,,,,,
1714,,,,,,,,,,,,,,,,,,,,3.0,4,4.0,5.0,3.0,4,3,3,5.0,4,3,5.0,4.0,5.0,,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4,3,4,4,4,4.0,2.0,3.0,4.0,,3.0,,2.0,3.0,2.0,2.0,,1.0,2.0,,,2.0,2,2.0,4,4.0,3.0,3.0,3.0,3.0,3.0,,2.0,,,2.0,1.0,3.0,3.0,,,,,,,,,4.0,3.0,4.0,3.0,5.0,4,4,4,2,3.0,,,,,,,3.0,3.0,,2.0,,3.0,,,,,,,
1715,,,,,,,,,,,,,5.0,,,,,,,4.0,3,4.0,2.0,2.0,2,1,2,2.0,3,2,3.0,3.0,2.0,,3.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,2,2,3,5,4,3.0,2.0,2.0,3.0,,3.0,,2.0,3.0,3.0,,,,5.0,,2.0,3.0,2,2.0,1,2.0,2.0,3.0,3.0,3.0,4.0,4,4.0,4.0,,2.0,2.0,1.0,2.0,1.0,,,,,,4.0,,3.0,5.0,2.0,3.0,4.0,3,3,3,3,3.0,,,,,,,3.0,3.0,,3.0,,4.0,,,,,,,
1716,,,,,,,,,,,,,,,,,,,,2.0,2,3.0,3.0,4.0,3,3,4,3.0,2,1,2.0,3.0,3.0,,4.0,1.0,2.0,1.0,2.0,1.0,4.0,4.0,4.0,2.0,2,3,5,4,4,2.0,1.0,,2.0,,1.0,,1.0,4.0,4.0,3.0,4.0,,5.0,,2.0,3.0,,2.0,1,1.0,,2.0,,3.0,,5,4.0,,2.0,3.0,3.0,,,3.0,,,,,,4.0,,3.0,3.0,3.0,3.0,3.0,3,3,3,3,3.0,,,,,,,3.0,3.0,,3.0,,3.0,,,,,,,
1717,,,,,,,,,,,,,,,,,,,,3.0,3,3.0,3.0,3.0,3,3,3,3.0,3,3,3.0,3.0,3.0,,4.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,,3.0,3,3,3,3,3,3.0,3.0,,3.0,,3.0,,3.0,3.0,3.0,3.0,2.0,,2.0,,1.0,3.0,,3.0,3,3.0,3.0,3.0,3.0,3.0,,,2.0,,,3.0,3.0,,,2.0,,,,,,4.0,,4.0,4.0,3.0,5.0,5.0,3,3,3,3,3.0,,,,,,,3.0,4.0,2.0,3.0,,3.0,,,,,,,
1718,,,,,2.0,,3.0,,,,,,,,,,,,,3.0,3,3.0,3.0,4.0,3,4,4,3.0,3,3,3.0,2.0,3.0,2.0,4.0,3.0,4.0,2.0,2.0,3.0,4.0,3.0,,3.0,2,3,3,2,2,1.0,1.0,,2.0,3.0,3.0,4.0,2.0,2.0,3.0,,,1.0,1.0,,2.0,4.0,,4.0,3,4.0,3.0,3.0,3.0,3.0,2.0,1,2.0,,,4.0,3.0,,,4.0,,,,,,3.0,,4.0,5.0,3.0,3.0,3.0,3,3,3,3,3.0,,,,,3.0,,3.0,3.0,,3.0,,,,,,,,,
1719,,,,,,,,,,,,,4.0,,,,,,,3.0,3,3.0,3.0,3.0,2,2,3,3.0,3,3,3.0,4.0,4.0,3.0,2.0,2.0,1.0,2.0,1.0,4.0,3.0,1.0,,3.0,3,2,1,1,2,4.0,4.0,,5.0,3.0,4.0,4.0,3.0,4.0,3.0,,2.0,,2.0,,,2.0,,3.0,3,4.0,3.0,,5.0,3.0,,,,,,3.0,2.0,,,2.0,,,,,,3.0,,4.0,4.0,4.0,4.0,4.0,4,4,4,4,4.0,,,,,,,3.0,3.0,,3.0,,,,,,,,,
1720,,,,,,,,,,4.0,,,4.0,,,,,,,4.0,5,5.0,4.0,3.0,3,3,3,4.0,4,4,4.0,5.0,4.0,4.0,1.0,4.0,2.0,4.0,4.0,5.0,4.0,1.0,,3.0,3,3,2,3,3,3.0,3.0,,3.0,3.0,4.0,3.0,4.0,3.0,2.0,2.0,1.0,3.0,3.0,,,3.0,,2.0,2,4.0,3.0,3.0,3.0,4.0,4.0,2,2.0,2.0,,4.0,4.0,,2.0,2.0,,,,,,4.0,,4.0,5.0,4.0,4.0,4.0,5,5,5,4,4.0,,,,,,,2.0,3.0,,3.0,,,,5.0,,,,,
1721,,,,,,,,,,,,,,,,,,,,5.0,4,5.0,5.0,4.0,4,3,4,3.0,4,4,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,,5.0,5,3,3,3,3,5.0,5.0,5.0,5.0,5.0,2.0,4.0,5.0,3.0,5.0,5.0,3.0,5.0,3.0,1.0,1.0,4.0,,3.0,3,3.0,3.0,,3.0,4.0,4.0,,2.0,,,4.0,4.0,,4.0,5.0,,,,,,,,4.0,4.0,2.0,4.0,4.0,5,5,5,4,5.0,,,,,,,3.0,3.0,,3.0,,5.0,,3.0,,,,,
1722,,,,,,,,,,,,,4.0,,,,,,,4.0,5,4.0,5.0,2.0,4,3,5,4.0,5,5,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,3.0,4.0,5.0,4,3,4,4,4,3.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,2.0,4.0,2.0,,2.0,,,4.0,4,5.0,3,3.0,,,,,4.0,,4.0,4.0,4.0,3.0,3.0,,3.0,3.0,,,,,,,,4.0,3.0,,3.0,4.0,5,5,5,4,5.0,5.0,,,,,,3.0,3.0,3.0,3.0,,3.0,,3.0,,,,,
1723,,,,,,,4.0,3.0,,3.0,,,5.0,5.0,,,,,,1.0,4,3.0,5.0,3.0,3,3,3,3.0,4,4,5.0,5.0,2.0,3.0,3.0,4.0,3.0,5.0,5.0,4.0,3.0,3.0,3.0,5.0,5,4,4,5,2,4.0,4.0,5.0,5.0,5.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,1.0,3.0,,,2.0,4,3.0,3,3.0,3.0,3.0,3.0,3.0,,2,,2.0,2.0,3.0,3.0,,2.0,3.0,,,,,,,,4.0,2.0,,3.0,3.0,1,2,3,3,3.0,3.0,,4.0,,3.0,,3.0,3.0,3.0,3.0,,2.0,,3.0,,,,,
1724,,,,,,,,,,,,,4.0,,,,,,,2.0,2,3.0,3.0,3.0,2,2,3,3.0,3,3,3.0,5.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,,33.0,4.0,4,3,3,4,4,4.0,2.0,1.0,4.0,1.0,3.0,3.0,4.0,4.0,3.0,,2.0,,1.0,,,1.0,2,2.0,3,3.0,3.0,3.0,,3.0,,1,4.0,2.0,,5.0,,,3.0,2.0,,,,,,,,5.0,3.0,,3.0,3.0,3,3,3,1,1.0,,,,,,,3.0,4.0,3.0,3.0,,5.0,,3.0,,,,,
1725,,,,,,,,,,,,,,,,,,,,2.0,2,2.0,2.0,1.0,1,2,1,1.0,1,2,2.0,2.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,2.0,2.0,2.0,3.0,4.0,2,3,2,2,3,3.0,2.0,2.0,3.0,3.0,5.0,5.0,4.0,5.0,4.0,,1.0,4.0,1.0,3.0,3.0,2.0,3,3.0,3,3.0,2.0,3.0,3.0,2.0,2.0,1,2.0,1.0,,4.0,,,1.0,2.0,,,,,,,,3.0,3.0,,3.0,3.0,2,2,1,2,2.0,,,,,,,3.0,3.0,3.0,3.0,,3.0,,3.0,,,,,
1726,,,,,,1.0,,,,,,,,,,,,,,2.0,2,2.0,2.0,3.0,3,3,1,2.0,2,2,2.0,2.0,1.0,3.0,3.0,1.0,3.0,2.0,3.0,1.0,3.0,3.0,2.0,1.0,2,3,3,2,1,1.0,2.0,3.0,3.0,2.0,1.0,2.0,5.0,2.0,2.0,4.0,1.0,4.0,5.0,,,3.0,3,1.0,1,1.0,1.0,,2.0,,2.0,2,2.0,2.0,5.0,3.0,,,2.0,3.0,,,,,,3.0,,3.0,2.0,2.0,3.0,3.0,3,3,3,3,3.0,,,,,,,3.0,3.0,3.0,3.0,,2.0,,3.0,,,,,
1727,,,,,,5.0,,,5.0,,,,,4.0,,,,,,2.0,2,2.0,2.0,1.0,2,2,2,2.0,2,3,3.0,2.0,,33.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3,2,2,1,2,2.0,1.0,1.0,4.0,5.0,3.0,3.0,3.0,,2.0,2.0,2.0,1.0,2.0,,,2.0,2,1.0,1,1.0,3.0,2.0,2.0,3.0,4.0,2,2.0,,4.0,4.0,,,1.0,2.0,,,,,,3.0,,2.0,2.0,4.0,3.0,1.0,3,3,3,3,3.0,,,,,,,3.0,3.0,3.0,2.0,,,,3.0,,,,,
1728,,,,,,,,,,,,,,,,,,,,2.0,1,2.0,2.0,4.0,3,3,3,3.0,3,3,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,4,3,2,4,3,3.0,3.0,4.0,,,3.0,3.0,5.0,,4.0,,4.0,3.0,4.0,3.0,3.0,3.0,3,2.0,3,3.0,4.0,3.0,2.0,3.0,,,3.0,,,5.0,,,3.0,3.0,,,,,,3.0,,2.0,3.0,3.0,3.0,3.0,2,2,2,2,2.0,,,,,,,4.0,3.0,5.0,3.0,,,,3.0,,,,,
1729,,,,,,,,,,,,,,,,,,,,2.0,2,2.0,2.0,3.0,2,2,3,4.0,4,2,1.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,4.0,3.0,3.0,3,3,3,3,2,3.0,3.0,3.0,,,3.0,3.0,3.0,,2.0,2.0,3.0,3.0,5.0,,3.0,3.0,3,3.0,3,4.0,4.0,,3.0,,,3,,2.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,,3.0,,3.0,2.0,3.0,3.0,4.0,5,5,5,4,4.0,,,,,,,3.0,3.0,3.0,3.0,,,,2.0,,,,,
1730,,,,2.0,,,,,,,,,,,,,,,,5.0,3,2.0,1.0,3.0,3,5,3,1.0,2,1,1.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3,2,2,2,2,2.0,3.0,3.0,,,2.0,3.0,3.0,,4.0,,,,1.0,,1.0,3.0,3,3.0,3,1.0,1.0,2.0,2.0,3.0,4.0,,3.0,2.0,1.0,2.0,2.0,,2.0,3.0,,,,,,,,2.0,2.0,2.0,2.0,2.0,2,2,3,2,1.0,,,,,,,3.0,3.0,3.0,3.0,,2.0,,3.0,,,,,
1731,,,,,,,,,,,,,4.0,5.0,,,,,,2.0,2,2.0,4.0,5.0,3,3,3,2.0,4,5,5.0,3.0,4.0,,,2.0,4.0,1.0,3.0,4.0,3.0,3.0,3.0,2.0,2,4,2,3,3,3.0,2.0,,,,2.0,3.0,2.0,3.0,2.0,4.0,3.0,,2.0,,2.0,3.0,3,3.0,3,2.0,,3.0,3.0,3.0,2.0,4,,,,3.0,2.0,,3.0,3.0,,,,,,,,3.0,3.0,2.0,3.0,3.0,2,2,3,3,3.0,,,,,,,3.0,3.0,2.0,2.0,,2.0,,3.0,,,,,
1732,,,,,,,,,,,,,,,,,,,,2.0,2,4.0,4.0,4.0,2,2,3,3.0,2,2,3.0,4.0,3.0,,,4.0,4.0,4.0,5.0,5.0,3.0,2.0,3.0,2.0,1,3,2,2,2,3.0,3.0,,2.0,2.0,2.0,2.0,3.0,3.0,2.0,,1.0,2.0,2.0,,,3.0,3,3.0,3,3.0,3.0,3.0,3.0,3.0,2.0,,2.0,,,2.0,,,2.0,3.0,,,,,,,,2.0,3.0,3.0,3.0,3.0,3,3,5,3,3.0,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,,,,,
1733,,,,,,2.0,,,,,3.0,,,,,,,,,4.0,3,2.0,2.0,3.0,1,2,2,1.0,2,2,3.0,2.0,3.0,,,1.0,1.0,4.0,1.0,3.0,3.0,3.0,1.0,5.0,4,3,3,3,3,3.0,3.0,,4.0,2.0,2.0,2.0,3.0,2.0,1.0,,2.0,,1.0,,,3.0,3,3.0,3,2.0,,1.0,3.0,2.0,2.0,,,,,,,,3.0,3.0,,,,,,,,2.0,,3.0,3.0,1.0,3,4,4,3,3.0,,,3.0,,,,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,,,,,
1734,,,,,,4.0,,,,,3.0,,,,,,,,,3.0,3,3.0,3.0,3.0,3,3,3,2.0,4,3,2.0,2.0,2.0,,,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3,3,3,3,3,2.0,4.0,,3.0,3.0,3.0,3.0,2.0,3.0,2.0,,3.0,,4.0,,,3.0,3,3.0,3,3.0,,3.0,,3.0,,2,,,2.0,,,4.0,3.0,2.0,,,,,,,,4.0,,3.0,3.0,4.0,4,4,4,3,3.0,,,,,2.0,,3.0,3.0,3.0,3.0,3.0,2.0,,3.0,,,,,
1735,,,,,,,,2.0,,,,,,,,,,,,2.0,3,4.0,3.0,4.0,4,3,3,3.0,3,3,3.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3,2,3,3,3,3.0,4.0,,2.0,3.0,4.0,3.0,3.0,3.0,3.0,,4.0,3.0,2.0,,2.0,2.0,5,4.0,5,3.0,4.0,3.0,,3.0,2.0,2,2.0,,1.0,,,,3.0,3.0,,,,,,,,2.0,,1.0,2.0,1.0,3,3,4,3,3.0,,,,,2.0,,2.0,5.0,3.0,3.0,4.0,,,3.0,,,,,
1736,,,,,,,5.0,,5.0,,,,,,,,,,,2.0,2,1.0,2.0,5.0,3,4,3,3.0,4,3,3.0,3.0,3.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,,2.0,3,2,2,2,3,2.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,,,2.0,3.0,,,3.0,3,1.0,3,3.0,2.0,3.0,3.0,3.0,,,2.0,,,,3.0,,2.0,3.0,,,,,,,,4.0,,,3.0,1.0,2,2,1,1,1.0,3.0,,2.0,,3.0,,2.0,5.0,2.0,4.0,3.0,,,3.0,,,,,
1737,,,,,,,2.0,,2.0,,,,,,,,,,,4.0,1,2.0,1.0,3.0,2,4,1,2.0,2,2,2.0,2.0,2.0,3.0,2.0,1.0,3.0,4.0,4.0,5.0,2.0,2.0,4.0,2.0,3,2,3,2,3,3.0,3.0,,3.0,1.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,,,,3.0,3,3.0,3,3.0,3.0,4.0,3.0,3.0,4.0,4,4.0,,,,3.0,,4.0,3.0,,,,,,4.0,,3.0,4.0,5.0,3.0,3.0,4,3,1,3,3.0,4.0,5.0,4.0,4.0,,,,3.0,3.0,3.0,,,,3.0,,,,,
1738,,,,,,,,2.0,2.0,,4.0,,,,,,,,,2.0,3,3.0,3.0,4.0,2,3,2,1.0,1,2,4.0,2.0,3.0,2.0,5.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,5.0,4,4,5,5,5,4.0,3.0,,4.0,2.0,2.0,3.0,2.0,4.0,3.0,3.0,5.0,,,2.0,4.0,3.0,3,3.0,3,3.0,3.0,3.0,3.0,3.0,,4,,,,3.0,3.0,,3.0,4.0,,,,,,2.0,,4.0,3.0,4.0,3.0,2.0,4,4,4,1,1.0,1.0,,1.0,2.0,,,,3.0,3.0,2.0,,,,3.0,,,,,
1739,,,,,,,,,,,,,,,,,2.0,,,2.0,4,3.0,3.0,4.0,2,4,3,1.0,3,2,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,4,1,2,5,5,3.0,3.0,,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,5.0,,,,,3.0,3,4.0,4,4.0,,,,,,,,2.0,2.0,3.0,3.0,2.0,3.0,3.0,,,,,,4.0,,2.0,3.0,3.0,4.0,1.0,4,4,2,2,2.0,2.0,,2.0,,,,,3.0,3.0,,,,,2.0,,,,,
1740,,,,,,,,,,,,,,,,,3.0,,,2.0,2,4.0,4.0,3.0,2,3,3,2.0,3,2,4.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0,4.0,4.0,3,2,3,2,2,2.0,2.0,,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,2.0,4.0,2.0,2.0,3.0,3,2.0,3,3.0,3.0,3.0,3.0,3.0,,2,3.0,,4.0,4.0,3.0,3.0,3.0,3.0,,,,,,3.0,,3.0,4.0,4.0,1.0,4.0,4,4,2,3,3.0,1.0,,2.0,3.0,,2.0,,3.0,3.0,,,,,,,,,,
1741,,,,,,,3.0,3.0,3.0,3.0,,,,,,,4.0,,,3.0,3,3.0,3.0,4.0,3,3,3,4.0,3,3,3.0,2.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,2.0,2.0,2.0,1.0,3.0,3,2,2,2,3,3.0,2.0,4.0,4.0,1.0,2.0,2.0,3.0,2.0,2.0,,2.0,,2.0,,,3.0,3,2.0,3,3.0,,3.0,3.0,3.0,4.0,,4.0,,4.0,2.0,3.0,3.0,2.0,3.0,,,,,,4.0,,4.0,4.0,3.0,,5.0,3,3,3,3,3.0,,,,3.0,,,,3.0,2.0,,,2.0,,,,,,,
1742,,,,,,,2.0,2.0,2.0,,,,,,,,3.0,,,2.0,3,4.0,4.0,3.0,3,4,4,3.0,3,4,4.0,2.0,1.0,2.0,1.0,4.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,3.0,3,1,1,1,2,4.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,5.0,5.0,,,2.0,2,1.0,1,2.0,3.0,1.0,,2.0,4.0,4,5.0,5.0,4.0,3.0,3.0,,3.0,2.0,,,,,,3.0,,,2.0,3.0,3.0,5.0,3,3,2,2,1.0,2.0,,,,,4.0,3.0,2.0,1.0,,,4.0,,,,,,,
1743,,,,,,,3.0,3.0,3.0,3.0,3.0,,,,,,2.0,,,2.0,4,4.0,4.0,5.0,5,5,5,5.0,5,5,5.0,5.0,5.0,2.0,2.0,5.0,3.0,5.0,4.0,2.0,4.0,2.0,4.0,2.0,3,4,4,2,2,4.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,3.0,,4.0,3.0,2,3.0,1,3.0,3.0,3.0,3.0,1.0,2.0,2,2.0,4.0,5.0,4.0,4.0,,4.0,3.0,,,,,,3.0,,,3.0,2.0,3.0,3.0,3,3,3,3,2.0,,3.0,,,,1.0,4.0,4.0,4.0,,,2.0,,,,,,,
1744,,,,,,,3.0,3.0,3.0,3.0,3.0,,,,,,2.0,,,2.0,2,3.0,3.0,4.0,4,4,4,3.0,4,3,2.0,2.0,3.0,3.0,2.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,2,4,3,3,2,1.0,1.0,2.0,2.0,3.0,4.0,4.0,1.0,3.0,2.0,3.0,4.0,,2.0,2.0,2.0,3.0,3,3.0,3,3.0,,3.0,3.0,3.0,,1,1.0,2.0,2.0,4.0,3.0,,3.0,3.0,,,,,,3.0,,,3.0,,3.0,2.0,2,2,4,2,2.0,1.0,,1.0,,,2.0,3.0,4.0,3.0,,,3.0,,,,,,,
